Punto;Fecha;Hora;Especie;N;Observaciones
LR01_1;2020-11-17;6:06:00;T. rufiventris;1;
LR01_1;2020-11-17;6:06:00;Z. capensis;1;
LR01_1;2020-11-17;6:19:00;Z. capensis;1;
LR01_1;2020-11-17;10:31:00;M. chimango;1;
LR01_1;2020-11-17;14:05:00;Z. auriculata;1;
LR01_1;2020-11-17;14:28:00;M. chimango;1;
LR01_1;2020-11-18;5:13:00;ave no id;1;¿chingolo?
LR01_1;2020-11-18;5:37:00;Z. capensis;1;
LR01_1;2020-11-18;6:51:00;P. picazuro;1;paloma de monte
LR01_1;2020-11-18;23:20:00;D. albiventris;1;oliendo cebo
LR01_1;2020-11-19;0:51:00;D. albiventris;1;
LR01_1;2020-11-19;0:56:00;Rattus sp.;1;
LR01_1;2020-11-19;5:38:00;Z. capensis;1;
LR01_1;2020-11-19;8:43:00;Z. capensis;1;
LR01_1;2020-11-19;12:37:00;Z. capensis;1;
LR01_1;2020-11-19;14:59:00;L. verreauxi;1;
LR01_1;2020-11-20;6:03:00;L. verreauxi;1;
LR01_1;2020-11-20;8:02:00;L. verreauxi;1;
LR01_1;2020-11-20;14:12:00;L. verreauxi;1;
LR01_1;2020-11-20;17:54:00;T. rufiventris;1;
LR01_1;2020-11-20;23:44:00;L. geoffroyi;1;
LR01_1;2020-11-21;6:10:00;Z. capensis;1;
LR01_1;2020-11-21;7:36:00;Z. auriculata;1;
LR01_1;2020-11-21;8:38:00;Z. capensis;1;
LR01_1;2020-11-21;9:12:00;L. verreauxi;1;
LR01_1;2020-11-21;10:38:00;Z. capensis;1;
LR01_1;2020-11-21;13:26:00;Z. capensis;1;
LR01_1;2020-11-21;15:20:00;L. gymnocercus;1;
LR01_1;2020-11-21;19:18:00;L. verreauxi;1;
LR01_1;2020-11-22;5:14:00;Z. capensis;1;
LR01_1;2020-11-22;6:50:00;L. verreauxi;1;
LR01_1;2020-11-22;7:32:00;perro blanco y negro;1;
LR01_1;2020-11-22;7:50:00;L. gymnocercus;1;
LR01_1;2020-11-22;18:52:00;L. verreauxi;1;
LR01_1;2020-11-23;6:02:00;L. gymnocercus;1;
LR01_1;2020-11-23;8:14:00;L. verreauxi;1;
LR01_1;2020-11-23;18:38:00;L. geoffroyi;1;
LR01_1;2020-11-23;19:16:00;F. rufus;1;
LR01_1;2020-11-24;5:33:00;Z. capensis;1;
LR01_1;2020-11-24;6:09:00;L. verreauxi;1;
LR01_1;2020-11-24;23:17:00;D. albiventris;1;
LR01_1;2020-11-25;0:14:00;D. novemcinctus;1;
LR01_1;2020-11-25;5:44:00;Z. capensis;1;
LR01_1;2020-11-25;5:51:00;L. verreauxi;1;
LR01_1;2020-11-25;10:56:00;L. gymnocercus;1;
LR01_1;2020-11-25;16:22:00;A. axis;1;
LR01_1;2020-11-25;18:51:00;Z. capensis;1;
LR01_1;2020-11-25;19:01:00;L. verreauxi;1;
LR01_1;2020-11-26;14:08:00;L. verreauxi;1;
LR01_1;2020-11-26;16:17:00;L. gymnocercus;1;cola rara
LR01_1;2020-11-26;16:54:00;Z. capensis;1;
LR01_1;2020-11-27;7:01:00;Z. capensis;1;
LR01_1;2020-11-27;8:39:00;Z. auriculata;1;
LR01_1;2020-11-27;16:57:00;F. rufus;1;
LR01_1;2020-11-27;7:01:00;Z. capensis;1;
LR01_1;2020-11-27;8:39:00;L. verreauxi;1;
LR01_1;2020-11-27;16:57:00;F. rufus;1;
LR01_1;2020-11-28;14:04:00;L. gymnocercus;1;Hembra con mamas inflamadas, flaca, recientemente parida. Ingresa por la izquierda, se echa frente a cámara y se va por trillo de la derecha. 
LR01_1;2020-11-28;18:54:00;L. verreauxi;2;
LR01_1;2020-11-29;0:24:00;D. novemcinctus;1;
LR01_1;2020-11-29;16:07:00;L. gymnocercus;1;
LR01_1;2020-11-29;20:18:00;C. chinga;1;
LR01_1;2020-11-29;20:39:00;E. sexcinctus;1;peludo
LR01_1;2020-11-29;1:19:00;mam no id;1;parecido al mam no id de más arriba
LR01_1;2020-11-30;5:43:00;Z. capensis;1;
LR01_1;2020-11-30;11:59:00;Z. capensis;1;
LR01_1;2020-11-30;19:22:00;L. verreauxi;1;
LR01_1;2020-11-30;21:34:00;D. novemcinctus;1;
LR01_1;2020-12-01;5:09:00;E. sexcinctus;1;
LR01_1;2020-12-01;5:20:00;L. gymnocercus;1;
LR01_1;2020-12-01;7:29:00;L. gymnocercus;1;Hembra madre con presa en la boca.
LR01_1;2020-12-01;8:36:00;L. verreauxi;1;
LR01_1;2020-12-01;8:52:00;L. verreauxi;1;
LR01_1;2020-12-01;9:35:00;S. flaveola;1;dorado
LR01_1;2020-12-01;11:57:00;L. verreauxi;1;
LR01_1;2020-12-01;12:15:00;L. verreauxi;2;
LR01_1;2020-12-01;12:46:00;L. verreauxi;1;
LR01_1;2020-12-01;22:04:00;D. albiventris;1;huele mismo hoyo que olió el zorrillo
LR01_1;2020-12-01;23:14:00;D. albiventris;1;parece un ind distinto al anterior, es mas claro y menos peludo
LR01_1;2020-12-01;23:59:00;D. novemcinctus;1;
LR01_1;2020-12-02;5:53:00;L. gymnocercus;1;
LR01_1;2020-12-02;6:54:00;L. gymnocercus;1;
LR01_1;2020-12-02;6:58:00;L. gymnocercus;1;con presa en la boca, ¿nutria?
LR01_1;2020-12-02;10:27:00;L. verreauxi;1;
LR01_1;2020-12-02;19:19:00;L. verreauxi;1;
LR01_1;2020-12-02;20:08:00;C. chinga;1;
LR01_1;2020-12-03;2:23:00;E. sexcinctus;1;
LR01_1;2020-12-03;5:23:00;Z. capensis;2;
LR01_1;2020-12-03;5:42:00;L. gymnocercus;1;
LR01_1;2020-12-03;11:07:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-03;13:16:00;L. gymnocercus;1;adulto que se sienta frente a cámara
LR01_1;2020-12-04;17:16:00;L. gymnocercus;1;cola rara
LR01_1;2020-12-05;7:34:00;Z. capensis;1;
LR01_1;2020-12-05;9:08:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-06;4:56:00;L. gymnocercus;1;
LR01_1;2020-12-06;5:27:00;ave no id;1;
LR01_1;2020-12-06;6:59:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-06;7:00:00;L. gymnocercus;1;Adulto ¿hembra madre? con cachorro 
LR01_1;2020-12-06;7:18:00;Z. capensis;3;
LR01_1;2020-12-06;15:23:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-06;19:49:00;H. torquata;1;dormilón tijereta
LR01_1;2020-12-06;23:12:00;E. sexcinctus;1;
LR01_1;2020-12-06;23:15:00;L. gymnocercus;1;hembra madre
LR01_1;2020-12-07;1:21:00;Rattus sp.;2;2 ind
LR01_1;2020-12-07;2:26:00;C. chinga;1;
LR01_1;2020-12-07;6:59:00;L. gymnocercus;1;hembra madre
LR01_1;2020-12-07;7:57:00;L. verreauxi;1;
LR01_1;2020-12-07;9:03:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-07;10:08:00;L. verreauxi;1;
LR01_1;2020-12-07;13:29:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-07;18:00:00;L. verreauxi;1;
LR01_1;2020-12-07;19:10:00;L. verreauxi;1;
LR01_1;2020-12-07;20:05:00;H. torquata;1;
LR01_1;2020-12-08;1:54:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-08;5:46:00;L. gymnocercus;1;¿cola fina?
LR01_1;2020-12-08;6:20:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-08;6:23:00;C. chinga;1;
LR01_1;2020-12-08;6:37:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-08;6:42:00;L. gymnocercus;1;cola fina, va y viene. 5 min
LR01_1;2020-12-08;10:24:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-08;14:40:00;L. gymnocercus;2;cachorro y adulto. Primero cachorro solo, luego ingresa adulto y se sientan frente a cámara. 3 min
LR01_1;2020-12-08;22:21:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-09;0:01:00;E. sexcinctus;1;
LR01_1;2020-12-09;5:43:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-09;8:34:00;Z. capensis;1;
LR01_1;2020-12-10;0:38:00;E. sexcinctus;1;
LR01_1;2020-12-10;3:04:00;L. gymnocercus;1;
LR01_1;2020-12-10;4:35:00;D. novemcinctus;1;
LR01_1;2020-12-10;6:24:00;L. gymnocercus;1;cola rara
LR01_1;2020-12-10;7:34:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-10;7:57:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-10;10:05:00;Z. capensis;1;
LR01_1;2020-12-10;15:21:00;T. merianae;1;lagarto overo grande
LR01_1;2020-12-10;16:36:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-10;16:39:00;L. gymnocercus;3;"3 ind, madre con mamas inflamadas con los 2 cachorros. Por estas fotos, se obs que ""cola fina"" es la madre"
LR01_1;2020-12-10;19:21:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-10;20:10:00;L. gymnocercus;1;
LR01_1;2020-12-11;0:21:00;L. gymnocercus;1;
LR01_1;2020-12-11;1:01:00;L. gymnocercus;1;
LR01_1;2020-12-11;6:25:00;L. gymnocercus;3;3 ind, 2 adultos y un cachorro
LR01_1;2020-12-11;6:30:00;L. gymnocercus;1;hembra madre se sienta frente a cámara
LR01_1;2020-12-11;7:07:00;L. gymnocercus;1;F. rufus
LR01_1;2020-12-11;7:09:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-11;10:56:00;Z. capensis;1;
LR01_1;2020-12-11;17:11:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-11;23:48:00;L. gymnocercus;1;
LR01_1;2020-12-12;8:27:00;L. gymnocercus;3;3 ind, madre con los 2 cachorros
LR01_1;2020-12-12;9:02:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-12;13:03:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-12;18:52:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-12;20:38:00;C. chinga;1;
LR01_1;2020-12-12;21:20:00;L. gymnocercus;1;con presa en la boca
LR01_1;2020-12-12;21:54:00;L. gymnocercus;1;
LR01_1;2020-12-12;22:29:00;Rattus sp. o comadreja colorada chica M. dimidiata;1;
LR01_1;2020-12-13;2:53:00;L. gymnocercus;1;con presa en la boca
LR01_1;2020-12-13; 6:19;L. gymnocercus;2;adulto y cachorro cola negra
LR01_1;2020-12-13;8:01:00;L. gymnocercus;2;cachorro cola negra investigando el lugar
LR01_1;2020-12-13;8:49:00;S. luteola;1;Misto
LR01_1;2020-12-13;16:06:00;C. aura ruficollis;1;cuervo cabeza roja
LR01_1;2020-12-13;19:08:00;L. verreauxi;1;
LR01_1;2020-12-13;20:06:00;L. gymnocercus;1;
LR01_1;2020-12-14;7:44:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-14;8:20:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-15;6:49:00;L. gymnocercus;1;
LR01_1;2020-12-15;7:33:00;L. verreauxi;1;
LR01_1;2020-12-15;8:07:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-15;9:01:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-15;15:53:00;S. diadematus;1;cardenal azul
LR01_1;2020-12-15;17:03:00;L. verreauxi;1;
LR01_1;2020-12-15;17:03:00;F. rufus;1;
LR01_1;2020-12-16;1:46:00;Rattus sp. o comadreja colorada chica M. dimidiata;1;
LR01_1;2020-12-16;7:21:00;T. rufiventris;1;
LR01_1;2020-12-16;8:30:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-16;8:37:00;L. gymnocercus;3;3 ind. 4 mins. Pasa hembra con mamas inflamadas y luego otro ind. Éste se sienta y viene cachorro cola negra
LR01_1;2020-12-16;12:19:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-16;17:17:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-16;20:23:00;C. chinga;1;
LR01_1;2020-12-16;21:43:00;Rattus sp.;1;
LR01_1;2020-12-17;4:57:00;C. thous;1;
LR01_1;2020-12-17;8:39:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;14:23:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;16:46:00;T. rufiventris;1;
LR01_1;2020-12-17;18:38:00;L. gymnocercus;1;
LR01_1;2020-12-17;18:47:00;L. verreauxi;1;
LR01_1;2020-12-17;19:35:00;L. gymnocercus;1;
LR01_1;2020-12-17;20:00:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;21:08:00;L. gymnocercus;1;
LR01_1;2020-12-18;2:11:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-18;2:34:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-18;2:54:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-18;3:10:00;L. gymnocercus;1;
LR01_1;2020-12-18;7:50:00;L. gymnocercus;1;Cachorro punta de cola negra
LR01_1;2020-12-18;14:03:00;F. rufus;1;
LR01_1;2020-12-18;17:25:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-18;20:17:00;C. chinga;1;husmeando hoyo
LR01_1;2020-12-19;6:11:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-19;6:46:00;L. gymnocercus;1;pasa para la derecha y luego para la izquierda
LR01_1;2020-12-19;12:29:00;T. merianae;1;
LR01_2;2020-11-14;9:19:00;A. ypecaha;1;
LR01_2;2020-11-15;1:33:00;D. albiventris;1;
LR01_2;2020-11-15;1:46:00;D. albiventris;1;
LR01_2;2020-11-15;7:35:00;C. chinga;1;
LR01_2;2020-11-16;22:38:00;D. albiventris;1;
LR01_2;2020-11-17;3:12:00;A. axis;2;
LR01_2;2020-11-17;4:34:00;D. novemcinctus;1;
LR01_2;2020-11-17;4:51:00;C. chinga;1;
LR01_2;2020-11-17;14:06:00;L. verreauxi;1;
LR01_2;2020-11-17;20:10:00;mam no id;1;¿mulita o tatú?
LR01_2;2020-11-17;21:53:00;D. albiventris;1;
LR01_2;2020-11-17;22:38:00;D. hybridus;1;
LR01_2;2020-11-17;23:38:00;D. hybridus;1;
LR01_2;2020-11-18;3:28:00;D. hybridus;1;
LR01_2;2020-11-18;15:23:00;L. gymnocercus;1;
LR01_2;2020-11-18;20:59:00;D. hybridus;1;
LR01_2;2020-11-18;21:54:00;D. albiventris;1;
LR01_2;2020-11-18;22:20:00;tatú o mulita;1;
LR01_2;2020-11-19;2:27:00;D. hybridus;1;
LR01_2;2020-11-19;5:03:00;D. novemcinctus;1;
LR01_2;2020-11-19;20:50:00;D. hybridus;1;
LR01_2;2020-11-19;22:43:00;E. sexcinctus;1;
LR01_2;2020-11-20;10:07:00;A. ypecaha;1;
LR01_2;2020-11-20;18:31:00;L. verreauxi;2;
LR01_2;2020-11-20;21:24:00;D. albiventris;1;
LR01_2;2020-11-20;21:43:00;D. hybridus;2;
LR01_2;2020-11-21;0:51:00;D. hybridus;1;
LR01_2;2020-11-21;3:28:00;D. hybridus;2;
LR01_2;2020-11-21;3:55:00;C. chinga;1;
LR01_2;2020-11-21;5:23:00;D. hybridus;1;
LR01_2;2020-11-21;15:16:00;A. ypecaha;1;
LR01_2;2020-11-22;9:36:00;A. ypecaha;1;
LR01_2;2020-11-22;16:42:00;F. rufus;1;
LR01_2;2020-11-22;19:14:00;L. gymnocercus;1;
LR01_2;2020-11-22;23:01:00;D. hybridus;1;
LR01_2;2020-11-24;4:34:00;C. chinga;1;
LR01_2;2020-11-24;4:49:00;D. novemcinctus;1;
LR01_2;2020-11-24;9:49:00;A. ypecaha;1;
LR01_2;2020-11-24;23:17:00;D. hybridus;1;
LR01_2;2020-11-25;4:09:00;D. hybridus;1;¿juvenil?
LR01_2;2020-11-25;9:54:00;D. novemcinctus;1;
LR01_2;2020-11-25;10:51:00;D. hybridus;1;
LR01_2;2020-11-25;18:15:00;L. gymnocercus;1;
LR01_2;2020-11-26;10:03:00;D. hybridus;1;
LR01_2;2020-11-27;4:35:00;C. thous;1;por patas bien negras atrás y porque me parece que la cola tiene bastante volumen
LR01_2;2020-11-27;8:21:00;P. picazuro;1;
LR01_2;2020-11-27;13:28:00;P. picazuro;1;
LR01_2;2020-11-27;15:05:00;D. hybridus;1;
LR01_2;2020-11-28;19:13:00;A. axis;1;
LR01_2;2020-11-29;11:04:00;P. picazuro;1;
LR01_2;2020-11-29;21:06:00;L. geoffroyi;1;80% que es, pero esta lejos y se ve borroso con zoom
LR01_2;2020-11-30;0:16:00;E. sexcinctus;1;
LR01_2;2020-11-30;1:40:00;E. sexcinctus;1;
LR01_2;2020-11-30;14:54:00;A. ypecaha;1;
LR01_2;2020-11-30;17:00:00;C. thous;1;orinando
LR01_2;2020-11-30;20:34:00;C. chinga;1;
LR01_2;2020-12-01;2:34:00;D. novemcinctus;2;
LR01_2;2020-12-01;4:48:00;C. chinga;1;
LR01_2;2020-12-01;6:32:00;mam no id;1;¿zorrillo?
LR01_2;2020-12-01;14:32:00;A. ypecaha;1;
LR01_2;2020-12-01;19:18:00;C. chinga;1;
LR01_2;2020-12-02;13:19:00;P. picazuro;1;
LR01_2;2020-12-02;16:40:00;D. hybridus;1;husmeando hoyo
LR01_2;2020-12-02;19:48:00;C. chinga;1;
LR01_2;2020-12-03;4:25:00;C. chinga;1;
LR01_2;2020-12-03;4:27:00;E. sexcinctus;1;
LR01_2;2020-12-03;4:59:00;C. chinga;1;
LR01_2;2020-12-03;11:59:00;L. verreauxi;1;
LR01_2;2020-12-03;17:00:00;A. ypecaha;1;
LR01_2;2020-12-03;19:10:00;C. chinga;1;
LR01_2;2020-12-04;0:22:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-04;3:01:00;D. novemcinctus;1;
LR01_2;2020-12-04;9:35:00;A. ypecaha;1;
LR01_2;2020-12-04;15:48:00;L. gymnocercus;1;
LR01_2;2020-12-04;19:25:00;L. gymnocercus;1;en el fondo se obs un animal desplazandose ¿zorillo?
LR01_2;2020-12-04;23:29:00;D. albiventris;1;
LR01_2;2020-12-05;9:13:00;A. ypecaha;1;
LR01_2;2020-12-05;16:39:00;D. hybridus;1;
LR01_2;2020-12-05;18:06:00;C. chinga;1;
LR01_2;2020-12-05;20:33:00;D. novemcinctus;1;
LR01_2;2020-12-06;0:20:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-06;18:42:00;D. hybridus;1;
LR01_2;2020-12-06;21:08:00;D. albiventris;1;husmeando hoyo
LR01_2;2020-12-07;14:01:00;A. ypecaha;1;
LR01_2;2020-12-07;16:52:00;A. ypecaha;1;
LR01_2;2020-12-07;17:09:00;L. gymnocercus;1;
LR01_2;2020-12-07;17:40:00;D. hybridus;1;
LR01_2;2020-12-07;20:04:00;C. chinga;1;
LR01_2;2020-12-07;21:25:00;C. chinga;1;
LR01_2;2020-12-08;5:36:00;L. gymnocercus;1;con algo en la boca
LR01_2;2020-12-08;9:51:00;C. chinga;1;
LR01_2;2020-12-08;23:04:00;D. hybridus;1;juvenil
LR01_2;2020-12-08;23:59:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-09;2:20:00;D. hybridus;1;juvenil
LR01_2;2020-12-09;4:43:00;C. chinga;1;
LR01_2;2020-12-10;4:36:00;D. hybridus;1;
LR01_2;2020-12-10;5:21:00;C. chinga;1;
LR01_2;2020-12-10;5:34:00;E. sexcinctus;1;
LR01_2;2020-12-10;14:58:00;A. ypecaha;1;
LR01_2;2020-12-10;18:17:00;L. gymnocercus;1;orinando
LR01_2;2020-12-10;19:54:00;C. chinga;1;
LR01_2;2020-12-11;0:02:00;D. albiventris;1;
LR01_2;2020-12-11;4:59:00;C. chinga;1;
LR01_2;2020-12-12;2:51:00;C. chinga;1;
LR01_2;2020-12-12;7:38:00;perro cimarrón;1;
LR01_2;2020-12-12;15:26:00;A. ypecaha;1;
LR01_2;2020-12-12;19:10:00;L. verreauxi;1;
LR01_2;2020-12-12;20:01:00;C. chinga;1;
LR01_2;2020-12-13;10:24:00;A. ypecaha;1;
LR01_2;2020-12-13;23:55:00;D. albiventris;1;
LR01_2;2020-12-14;2:38:00;D. hybridus;1;
LR01_2;2020-12-14;3:51:00;C. chinga;1;
LR01_2;2020-12-16;5:48:00;C. chinga;1;
LR01_2;2020-12-16;10:33:00;P. picazuro;1;
LR01_2;2020-12-17;5:43:00;L. verreauxi;1;
LR01_2;2020-12-17;16:25:00;humano;1;este perro parece otro distinto al cimarrón
LR01_2;2020-12-17;16:25:00;perro;1;acompañando al peón
LR01_2;2020-12-17;20:04:00;C. chinga;1;
LR01_2;2020-12-17;22:02:00;C. chinga;1;
LR01_2;2020-12-17;23:22:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-18;4:45:00;no id;1;
LR01_2;2020-12-18;5:06:00;L. geoffroyi;1;
LR01_2;2020-12-18;11:45:00;L. geoffroyi;1;
LR01_2;2020-12-18;22:18:00;D. albiventris;1;husmeando hoyo
LR01_2;2020-12-18;22:20:00;L. geoffroyi;1;husmeando cerca del hoyo
LR01_2;2020-12-19;2:35:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-19;2:41:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-19;2:41:00;P. cancrivorous;1;
LR01_3;2020-11-15;16:55:00;L. gymnocercus;1;Buscando cebo y llevandoselo. También ave no id
LR01_3;2020-12-04;3:17:00;C. thous;1;
LR01_3;2020-12-07;20:22:00;L. gymnocercus;1;
LR01_3;2020-12-08;2:09:00;L. gymnocercus;1;
LR01_3;2020-12-09;20:01:00;L. gymnocercus;1;
LR01_3;2020-12-14;23:16:00;L. gymnocercus;1;
LR01_3;2020-12-16;1:38:00;D. hybridus;1;
LR01_3;2020-12-16;6:49:00;L. gymnocercus;1;
LG06_1;2020-09-24;13:31:46;L. gymnocercus;1;
LG06_1;2020-09-24;17:53:45;A. ypecaha;1;tratando de sacar el cebo del árbol
LG06_1;2020-09-25;8:39:20;A. axis;4;4 indiv., todos sin hastas, uno parece cervatillo grande
LG06_1;2020-09-25;10:55:57;L. gymnocercus;1;(30 min)
LG06_1;2020-09-25;12:23:39;L. gymnocercus;1;
LG06_1;2020-09-25;12:41:28;L. gymnocercus;1;
LG06_1;2020-09-25;14:07:36;L. gymnocercus;1;
LG06_1;2020-09-25;15:18:31;L. gymnocercus;1;(4min)
LG06_1;2020-09-25;16:01:15;L. gymnocercus;1;
LG06_1;2020-09-25;16:19:13;L. gymnocercus;1;
LG06_1;2020-09-26;2:27:39;E. sexcinctus?;1;"foto borrosa, inferido por lo poco curvado del caparazón; sin embargo, se ve similar a últimas fotos de D. novem. de abajo "
LG06_1;2020-09-26;2:38:59;L. gymnocercus;1;
LG06_1;2020-09-27;1:50:05;A. axis;1;sin hastas
LG06_1;2020-09-28;0:20:33;D. novemcinctus;1;
LG06_1;2020-09-28;5:03:16;L. gymnocercus;1;
LG06_1;2020-09-28;6:29:26;L. gymnocercus;1;
LG06_1;2020-09-28;9:06:25;L. gymnocercus;1;
LG06_1;2020-09-28;22:01:14;A. axis;2;2 indiv. sin hastas, hembra + cervato?
LG06_1;2020-09-28;22:08:54;A. axis;2;2 indiv, aparentemente ambos sin hastas, distintos a los anteriores
LG06_1;2020-09-29;8:36:30;L. gymnocercus;1;
LG06_1;2020-09-29;10:18:12;L. gymnocercus;1;
LG06_1;2020-09-29;10:18:12;A. axis;1;sin hastas
LG06_1;2020-09-29;10:19:43;A. axis;1;hembra + cervato
LG06_1;2020-09-29;10:25:22;A. axis;1;
LG06_1;2020-09-30;9:00:58;L. gymnocercus;2;2 indiv.
LG06_1;2020-10-01;10:25:37;L. gymnocercus;1;
LG06_1;2020-10-01;10:52:59;A. axis;1;hastas cortas con terciopelo
LG06_1;2020-10-01;11:01:01;A. axis;2;2 indiv, uno hastas cortas-medias con terciopelo 2 ptas, otro hastas medias con terciopelo 3 ptas (una pta muy corta)
LG06_1;2020-10-01;15:07:22;A. axis;2;2 indiv, sin hastas
LG06_1;2020-10-02;6:20:45;A. axis;1;
LG06_1;2020-10-02;17:55:59;L. gymnocercus;1;
LG06_1;2020-10-03;12:33:56;L. gymnocercus;1;
LG06_1;2020-10-04;8:48:54;L. gymnocercus;1;
LG06_1;2020-10-04;14:34:14;E. caballus;1;blanco
LG06_1;2020-10-04;20:33:23;Dasypus sp.;1;se ven borrosas las bandas
LG06_1;2020-10-05;0:59:59;E. caballus;1;blanco
LG06_1;2020-10-05;5:31:13;L. gymnocercus?;1;sólo se ve pnta. de la cola
LG06_1;2020-10-06;16:23:46;M. saturninus;1;
LG06_1;2020-10-06;17:19:42;A. axis;1;hastas muy pequeñas, con terciopelo, apenas brotando
LG06_1;2020-10-06;17:22:14;A. axis;1;mismo aterior?
LG06_1;2020-10-06;17:31:13;L. gymnocercus;1;
LG06_1;2020-10-07;6:11:12;A. axis;1;no queda claro si son dos indiv sin hastas o sólo uno
LG06_1;2020-10-07;21:11:45;L. gymnocercus;1;
LG06_1;2020-10-08;10:29:19;A. ypecaha;1;
LG06_1;2020-10-08;11:20:47;E. caballus;1;blanco
LG06_1;2020-10-08;16:45:48;E. caballus;1;blanco (en 349 aparece hornero? en el árbol)
LG06_1;2020-10-08;16:46:02;F. rufus?;1;más probable, solo se ve de espalda
LG06_1;2020-10-09;5:01:13;A. axis;1;sin hastas
LG06_1;2020-10-09;5:15:25;A. axis;1;sin hastas (foto algo lejana y borrosa)
LG06_1;2020-10-09;13:37:16;L. gymnocercus;1;
LG06_1;2020-10-09;19:35:28;C. chinga;1;franjas blancas muy pequeñas, caso totalmente negro
LG06_1;2020-10-09;19:39:31;L. geoffroyi;1;
LG06_1;2020-10-10;20:22:23;A. axis;2;(7 min) al menos 2 indiv sin hastas
LG06_1;2020-10-10;20:32:52;A. axis;1;hastas de tamaño medio 1 pta
LG06_1;2020-10-10;20:46:46;A. axis;4;(3min) al menos 4 indiv sin hastas, 1 indiv hastas tamaño medio 1 pta
LG06_1;2020-10-10;21:08:18;A. axis;1;(9 min) mismos del caso anteior
LG06_1;2020-10-11;6:44:42;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-11;11:51:09;G. cuja;1;
LG06_1;2020-10-11;15:09:06;A. ypecaha;1;
LG06_1;2020-10-12;9:10:52;G. cuja;1;
LG06_1;2020-10-12;11:44:14;A. ypecaha;1;
LG06_1;2020-10-12;21:50:55;D. hybridus;1;7 bandas
LG06_1;2020-10-12;22:53:42;D. novemcinctus;1;9 bandas, parece algo más grande que el anterior... pero dificil diferencias salvo por el número de bandas contadas en las fotos adecuadas (serán lo msmo?)
LG06_1;2020-10-13;12:25:46;L. gymnocercus;1;
LG06_1;2020-10-13;20:33:01;D. hybridus;1;pequeño similar al D. h. anterior, no se ven bien las bandas
LG06_1;2020-10-14;8:07:47;A. axis;1;sin hastas
LG06_1;2020-10-14;8:12:03;A. axis;2;(14 mn) 2 indiv sin hastas
LG06_1;2020-10-14;8:51:07;A. axis;1;
LG06_1;2020-10-14;11:20:40;A. axis;1;
LG06_1;2020-10-14;11:28:44;A. axis;4;(4 min) 4 o 5 indiv sin hastas, uno posiblemente cervato grande
LG06_1;2020-10-14;11:46:21;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-14;19:02:22;B. taurus;1;(3 min)
LG06_1;2020-10-14;22:32:47;C. chinga;1;
LG06_1;2020-10-15;3:12:45;E. caballus;1;blanco
LG06_1;2020-10-15;5:19:55;B. taurus;1;
